strap,transaction_date,sales_cd,sales_cd_dscr,price
R0008250,2019-03-21,U,unqualified,557400
R0008251,1972-08-22,U,unqualified,13400
R0008251,1983-01-21,Q,qualified,76600
R0008251,1990-03-05,Q,qualified,96000
R0008251,2013-01-09,Q,qualified,360000
R0008252,1998-09-28,Q,qualified,252500
R0008253,1977-09-23,U,unqualified,89000
R0008253,1991-08-01,Q,qualified,172500
R0008253,1998-07-15,Q,qualified,377500
R0008253,2017-05-09,Q,qualified,1056800
R0008254,2004-12-15,U,unqualified,675000
R0008254,2005-10-03,U,unqualified,900000
R0008254,2016-04-20,Q,qualified,2100000
R0008254,2018-05-11,Q,qualified,2730000
R0008254,2021-10-27,Q,qualified,3952000
R0008258,1996-11-01,U,unqualified,153000
R0008258,2000-08-21,Q,qualified,295000
R0008258,2008-09-30,U,unqualified,370000
R0008260,2005-12-22,Q,qualified,775000
R0008263,1983-03-24,Q,qualified,121000
R0008263,1984-02-15,Q,qualified,128000
R0008263,1999-11-02,Q,qualified,400000
R0008263,2004-08-20,Q,qualified,715000
R0008263,2013-06-28,Q,qualified,865000
R0008263,2021-07-26,Q,qualified,1450000
R0008269,2010-03-05,Q,qualified,436000
R0008269,2017-03-28,Q,qualified,730000
R0008270,1979-05-21,U,unqualified,128000
R0008275,2015-07-27,U,unqualified,1950000
R0008276,1977-06-28,Q,qualified,48000
R0008277,1975-12-04,U,unqualified,29000
R0008277,1977-11-01,U,unqualified,47800
R0008277,2012-06-19,Q,qualified,434500
R0008278,1986-12-12,Q,qualified,106000
R0008278,1995-01-31,Q,qualified,252000
R0008278,1997-10-01,Q,qualified,255000
R0008278,2016-07-14,Q,qualified,925000
R0008280,1974-06-18,U,unqualified,26300
R0008280,1983-12-09,Q,qualified,83500
R0008280,1987-02-10,U,unqualified,1800
R0008280,1987-06-25,Q,qualified,87500
R0008280,2004-04-30,U,unqualified,330000
R0008280,2009-03-06,U,unqualified,367500
R0008280,2022-04-29,Q,qualified,1425000
R0008281,1991-06-10,U,unqualified,92000
R0008281,1994-07-13,Q,qualified,251100
R0008281,2000-08-21,Q,qualified,449900
R0008281,2002-07-11,U,unqualified,485000
R0008281,2004-04-19,Q,qualified,505000
R0008281,2008-07-01,Q,qualified,562500
R0008283,1975-10-31,Q,qualified,67200
R0008283,1983-06-06,Q,qualified,173500
R0008284,1974-09-24,Q,qualified,35500
R0008284,2003-08-04,Q,qualified,489000
R0008284,2003-08-04,Q,qualified,489900
R0008285,1976-01-23,Q,qualified,53000
R0008285,1976-12-07,U,unqualified,56100
R0008285,1984-08-24,U,unqualified,80000
R0008285,1988-07-27,Q,qualified,126500
R0008285,2009-03-20,Q,qualified,680000
R0008286,1974-08-21,Q,qualified,42500
R0008287,1975-08-11,U,unqualified,42900
R0008287,1998-05-12,U,unqualified,305000
R0008287,2003-04-09,Q,qualified,575000
R0008287,2008-05-29,Q,qualified,720000
R0008290,1974-12-23,Q,qualified,42000
R0008294,1989-07-25,U,unqualified,114000
R0008294,1991-01-08,Q,qualified,193000
R0008294,1993-12-08,Q,qualified,269300
R0008294,1997-04-09,Q,qualified,310000
R0008294,2013-01-31,U,unqualified,570000
R0008294,2020-07-30,Q,qualified,1025000
R0008294,2021-08-04,Q,qualified,1100000
R0008296,1978-02-02,Q,qualified,47300
R0008300,1989-08-02,Q,qualified,150000
R0008305,1989-07-05,Q,qualified,147700
R0008305,2009-08-07,Q,qualified,680000
R0008308,1984-03-08,U,unqualified,135000
R0008308,2012-03-27,U,unqualified,660000
R0008308,2013-10-30,Q,qualified,1175000
R0008308,2017-03-10,Q,qualified,1790000
R0008309,1988-12-16,Q,qualified,135000
R0008309,2000-10-17,Q,qualified,740000
R0008309,2004-09-15,U,unqualified,810000
R0008310,1987-01-06,U,unqualified,77000
R0008310,1989-07-19,U,unqualified,137500
R0008310,2005-05-13,Q,qualified,495000
R0008310,2013-05-01,Q,qualified,723000
R0008314,1983-04-14,U,unqualified,95000
R0008314,1993-11-24,Q,qualified,495000
R0008314,1994-12-07,Q,qualified,516500
R0008314,2002-07-25,U,unqualified,1138000
R0008314,2016-09-06,Q,qualified,2075000
R0008318,1973-12-27,U,unqualified,50000
R0008318,2024-04-25,U,unqualified,1405000
R0008319,1989-09-05,U,unqualified,163500
R0008319,1995-03-01,U,unqualified,357000
R0008319,2000-01-18,U,unqualified,369000
R0008319,2004-03-12,U,unqualified,675000
R0008319,2012-07-25,U,unqualified,600000
R0008319,2012-09-14,U,unqualified,857000
R0008319,2015-08-20,U,unqualified,1250000
R0008319,2021-01-29,Q,qualified,1995000
R0008319,2023-05-18,Q,qualified,2495000
R0008323,1974-05-10,Q,qualified,49000
R0008323,1982-06-23,Q,qualified,120000
R0008323,1989-11-20,U,unqualified,160000
R0008323,2005-06-15,U,unqualified,800000
R0008323,2014-06-09,Q,qualified,1347000
R0008326,1979-01-05,Q,qualified,185000
R0008326,1985-05-15,Q,qualified,290000
R0008330,2011-11-29,U,unqualified,1451200
R0008330,2017-10-31,Q,qualified,3500000
R0008334,1983-04-07,U,unqualified,20000
R0008337,1976-10-06,Q,qualified,60300
R0008337,1977-05-13,Q,qualified,80000
R0008337,2006-02-15,Q,qualified,835500
R0008337,2007-01-22,Q,qualified,987000
R0008339,1983-09-06,Q,qualified,112000
R0008339,1989-04-18,U,unqualified,100000
R0008340,1973-11-21,Q,qualified,40000
R0008343,2006-08-18,U,unqualified,365000
R0008347,1972-06-26,Q,qualified,45000
R0008347,1981-06-30,Q,qualified,147500
R0008347,2008-06-20,U,unqualified,1050000
R0008347,2010-06-24,U,unqualified,2275000
R0008347,2013-04-01,U,unqualified,2450000
R0008347,2021-07-01,Q,qualified,7150000
R0008349,1977-06-02,Q,qualified,62500
R0008349,2018-09-18,U,unqualified,785000
R0008349,2019-06-20,U,unqualified,1125000
R0008350,1974-08-12,U,unqualified,180000
R0008351,1974-08-12,U,unqualified,180000
R0008362,1987-11-23,U,unqualified,100000
R0008362,1988-02-22,U,unqualified,155000
R0008362,1991-06-18,U,unqualified,175000
R0008362,1994-04-12,U,unqualified,285000
R0008362,2002-10-29,U,unqualified,636000
R0008362,2019-08-12,Q,qualified,1475000
R0008362,2020-08-18,Q,qualified,1565000
R0008370,2008-05-07,U,unqualified,950000
R0008370,2010-04-09,Q,qualified,2300000
R0008370,2010-11-12,Q,qualified,2250000
R0008370,2024-01-12,Q,qualified,5300000
R0008371,1973-06-28,Q,qualified,17900
R0008371,1981-03-31,Q,qualified,78500
R0008371,1996-05-10,Q,qualified,185000
R0008371,1998-11-23,Q,qualified,215000
R0008371,2002-05-17,Q,qualified,318000
R0008371,2004-04-30,Q,qualified,360000
R0008371,2008-06-18,Q,qualified,400000
R0008371,2024-04-09,Q,qualified,700000
R0008372,2005-04-29,U,unqualified,540000
R0008372,2012-07-09,Q,qualified,1162500
R0008375,1975-12-17,U,unqualified,78000
R0008379,1983-01-12,U,unqualified,85000
R0008379,1984-04-30,Q,qualified,99000
R0008379,1987-05-01,Q,qualified,103800
R0008379,2017-06-30,Q,qualified,810000
R0008380,1978-05-12,Q,qualified,100000
R0008380,1980-09-16,Q,qualified,136000
R0008380,1989-11-27,U,unqualified,145500
R0008381,1976-12-21,Q,qualified,105000
R0008381,1978-04-06,Q,qualified,125000
R0008385,1985-10-03,Q,qualified,195000
R0008385,1990-07-09,Q,qualified,216500
R0008385,1991-12-23,Q,qualified,234000
R0008385,1998-11-05,Q,qualified,469000
R0008385,2009-05-12,Q,qualified,882090
R0008390,1996-08-09,Q,qualified,422000
R0008394,1987-10-23,Q,qualified,225000
R0008394,1993-01-20,Q,qualified,175000
R0008394,2005-11-30,Q,qualified,499900
R0008394,2008-07-23,Q,qualified,490000
R0008400,1989-05-08,Q,qualified,151500
R0008400,1990-01-26,Q,qualified,154000
R0008400,1999-09-15,Q,qualified,420000
R0008400,2008-03-14,Q,qualified,740000
R0008404,1976-09-01,U,unqualified,8000
R0008404,1977-01-26,Q,qualified,64500
R0008404,1990-07-17,Q,qualified,179000
R0008404,1993-01-29,Q,qualified,245000
R0008404,2012-11-19,Q,qualified,625000
R0008406,2015-06-12,Q,qualified,750000
R0008406,2019-06-22,Q,qualified,970000
R0008408,1980-08-27,U,unqualified,109000
R0008408,1989-06-06,U,unqualified,120000
R0008408,1992-11-17,U,unqualified,171000
R0008408,1996-03-01,U,unqualified,251500
R0008408,2011-08-19,U,unqualified,882000
R0008408,2014-05-20,Q,qualified,1365000
R0008408,2020-05-26,Q,qualified,1800000
R0008409,1973-11-08,Q,qualified,30500
R0008412,1972-08-24,P,pending qualification,41000
R0008413,1977-04-11,U,unqualified,12900
R0008413,1996-09-11,Q,qualified,157000
R0008413,1996-09-23,U,unqualified,157000
R0008413,1998-07-14,Q,qualified,216000
R0008413,2006-06-23,Q,qualified,435000
R0008415,2003-11-07,Q,qualified,580000
R0008417,2005-09-01,U,unqualified,765000
R0008425,1982-05-07,Q,qualified,115900
R0008425,1991-06-11,Q,qualified,210000
R0008425,1996-06-05,Q,qualified,313500
R0008425,2004-06-01,Q,qualified,615000
R0008425,2004-06-11,Q,qualified,638000
R0008425,2009-06-30,Q,qualified,775000
R0008425,2012-11-29,Q,qualified,850000
R0008426,1979-03-23,Q,qualified,80000
R0008428,2010-08-18,U,unqualified,700000
R0008433,2007-12-28,Q,qualified,875000
R0008440,1977-03-30,Q,qualified,58000
R0008441,1990-06-21,U,unqualified,83400
R0008441,2019-08-07,U,unqualified,742500
R0008442,1997-03-18,Q,qualified,554000
R0008442,2003-06-30,U,unqualified,890000
R0008451,1997-02-06,U,unqualified,248500
R0008451,2000-10-26,Q,qualified,510000
R0008451,2006-12-15,U,unqualified,591625
R0008451,2007-05-08,Q,qualified,644500
R0008451,2019-06-22,Q,qualified,1005000
R0008451,2024-02-16,U,unqualified,885600
R0008452,2007-11-09,Q,qualified,450000
R0008452,2015-04-28,Q,qualified,705000
R0008457,1975-08-01,Q,qualified,58000
R0008457,2007-10-01,U,unqualified,800000
R0008460,1983-07-12,Q,qualified,82000
R0008460,1986-09-24,Q,qualified,89000
R0008460,1988-08-02,Q,qualified,80000
R0008460,1993-11-22,Q,qualified,156000
R0008461,1988-07-19,U,unqualified,133000
R0008461,1988-12-19,Q,qualified,232500
R0008461,2019-09-30,Q,qualified,1050000
R0008462,1998-09-25,Q,qualified,315100
R0008463,2022-04-20,Q,qualified,1295000
R0008463,2024-03-22,Q,qualified,1475000
R0008464,1973-03-29,Q,qualified,50000
R0008465,1986-01-08,Q,qualified,95000
R0008470,1996-01-16,U,unqualified,1050000
R0008471,1981-07-09,Q,qualified,79500
R0008471,1998-06-02,U,unqualified,290500
R0008471,2005-07-22,Q,qualified,750000
R0008471,2007-03-29,Q,qualified,789000
R0008471,2013-02-01,Q,qualified,775000
R0008471,2020-07-27,Q,qualified,1300000
R0008476,1988-01-08,U,unqualified,45000
R0008476,1993-05-04,U,unqualified,170000
R0008476,2007-12-18,U,unqualified,600000
R0008476,2012-11-06,U,unqualified,532000
R0008484,1988-04-06,Q,qualified,193000
R0008484,2000-03-06,Q,qualified,465000
R0008484,2004-04-02,Q,qualified,590000
R0008490,1985-07-17,U,unqualified,250000
R0008490,1989-05-24,U,unqualified,300000
R0008490,1998-01-20,Q,qualified,649000
R0008490,2005-07-28,Q,qualified,2000000
R0008491,2004-03-05,U,unqualified,525000
R0008491,2008-07-24,Q,qualified,2422500
R0008496,2010-08-05,Q,qualified,300000
R0008499,1974-10-09,U,unqualified,14000
R0008499,1981-10-30,Q,qualified,132000
R0008499,2016-05-04,U,unqualified,1395000
R0008503,1976-03-31,U,unqualified,45000
R0008503,1978-01-03,U,unqualified,65500
R0008503,1980-09-10,U,unqualified,99000
R0008503,2003-10-14,U,unqualified,537500
R0008503,2005-02-25,U,unqualified,1975000
R0008503,2012-05-21,Q,qualified,2100000
R0008503,2019-10-31,Q,qualified,3450000
R0008505,1996-01-17,Q,qualified,203000
R0008510,1996-05-23,U,unqualified,500000
R0008514,1984-12-17,U,unqualified,91000
R0008514,1987-09-09,U,unqualified,94700
R0008514,1993-06-25,Q,qualified,208600
R0008515,1997-01-30,U,unqualified,558000
R0008515,1999-02-09,U,unqualified,639000
R0008515,2010-02-25,U,unqualified,470300
R0008518,2014-09-24,Q,qualified,666000
R0008519,1998-10-02,Q,qualified,260000
R0008519,2002-11-01,Q,qualified,592500
R0008521,1973-08-27,U,unqualified,50500
R0008523,1984-05-03,U,unqualified,20000
R0008523,1985-08-16,Q,qualified,75000
R0008523,1995-12-29,Q,qualified,380000
R0008525,2004-06-30,U,unqualified,550000
R0008525,2006-07-19,Q,qualified,1649500
R0008525,2022-04-27,Q,qualified,3494600
R0008526,1982-04-26,U,unqualified,415000
R0008526,2011-10-31,Q,qualified,415000
R0008529,1975-09-17,Q,qualified,38500
R0008529,1980-03-21,Q,qualified,76000
R0008531,1993-09-28,Q,qualified,250000
R0008531,2000-04-03,Q,qualified,625000
R0008531,2015-08-31,Q,qualified,2025000
R0008534,1977-06-20,Q,qualified,62500
R0008535,1994-01-27,Q,qualified,175000
R0008535,1995-12-01,Q,qualified,183000
R0008535,2014-09-03,Q,qualified,480000
R0008537,1976-03-10,Q,qualified,15000
R0008537,1976-08-10,U,unqualified,21600
R0008537,1977-09-23,Q,qualified,77000
R0008539,1991-02-26,Q,qualified,55000
R0008539,1992-04-03,Q,qualified,226000
R0008539,1993-12-27,Q,qualified,330000
R0008539,1997-04-02,Q,qualified,404000
R0008539,2015-03-31,U,unqualified,800000
R0008539,2015-05-26,Q,qualified,1150000
R0008541,1975-11-06,Q,qualified,11800
R0008541,2001-04-04,Q,qualified,436000
R0008542,2002-11-18,U,unqualified,475000
R0008542,2013-05-31,Q,qualified,741800
R0008543,2004-01-08,U,unqualified,500000
R0008543,2006-05-31,U,unqualified,806000
R0008543,2007-04-26,U,unqualified,971000
R0008543,2013-06-07,U,unqualified,920000
R0008543,2016-08-01,Q,qualified,1564500
R0008545,1976-11-23,Q,qualified,62500
R0008546,1994-10-11,U,unqualified,550000
R0008546,1997-08-07,U,unqualified,550000
R0008549,1981-04-08,Q,qualified,73500
R0008549,1985-08-15,U,unqualified,3000
R0008549,1988-10-17,Q,qualified,90000
R0008549,2015-10-30,U,unqualified,810000
R0008549,2016-02-15,U,unqualified,810000
R0008551,2001-04-30,U,unqualified,48000
R0008551,2003-12-30,U,unqualified,475000
R0008553,1988-12-15,U,unqualified,120000
R0008553,1989-02-21,Q,qualified,135000
R0008553,1992-10-06,Q,qualified,174900
R0008553,2016-09-27,U,unqualified,805000
R0008554,1994-03-16,U,unqualified,155000
R0008554,1995-08-02,U,unqualified,174400
R0008554,1996-03-25,U,unqualified,184000
R0008554,2006-11-17,U,unqualified,375000
R0008554,2010-01-15,Q,qualified,470000
R0008554,2010-01-15,Q,qualified,470000
R0008554,2015-05-27,Q,qualified,750000
R0008557,1976-10-28,Q,qualified,52900
R0008557,1985-08-30,Q,qualified,117000
R0008567,2004-03-02,U,unqualified,650000
R0008567,2004-03-16,U,unqualified,675000
R0008567,2006-10-17,U,unqualified,2550000
R0008567,2015-03-19,U,unqualified,3400000
R0008570,1973-11-23,Q,qualified,55000
R0008570,1979-06-18,Q,qualified,151000
R0008570,1994-07-25,Q,qualified,452000
R0008570,2004-09-17,Q,qualified,825000
R0008579,1989-05-25,U,unqualified,153500
R0008579,1989-09-06,Q,qualified,242500
R0008579,2001-12-05,Q,qualified,765000
R0008579,2014-10-02,U,unqualified,892000
R0008579,2021-04-21,Q,qualified,2300000
R0008580,1996-09-18,Q,qualified,215000
R0008580,2003-10-31,U,unqualified,385000
R0008580,2007-09-28,Q,qualified,549000
R0008582,1993-10-13,U,unqualified,120700
R0008582,1994-06-27,U,unqualified,210000
R0008582,1998-05-19,Q,qualified,290000
R0008582,2002-08-26,U,unqualified,468000
R0008582,2006-08-28,Q,qualified,548000
R0008582,2006-08-28,Q,qualified,553500
R0008582,2016-04-11,Q,qualified,850000
R0008582,2019-11-01,Q,qualified,850000
R0008582,2024-06-05,Q,qualified,1300000
R0008583,1989-06-22,Q,qualified,180000
R0008583,2000-06-19,U,unqualified,679000
R0008583,2004-04-30,U,unqualified,947700
R0008583,2015-04-29,Q,qualified,1675000
R0008583,2017-05-30,Q,qualified,1895000
R0008584,1986-01-16,Q,qualified,149900
R0008584,1990-06-06,Q,qualified,178000
R0008584,1991-08-07,Q,qualified,229000
R0008584,1998-09-25,Q,qualified,479000
R0008584,2016-08-19,U,unqualified,1100000
R0008584,2019-05-24,Q,qualified,1300000
R0008586,1990-02-01,Q,qualified,170000
R0008586,2021-06-14,Q,qualified,1700000
R0008591,1975-01-06,U,unqualified,43900
R0008591,1975-10-31,Q,qualified,49500
R0008591,1986-06-04,U,unqualified,122000
R0008596,1983-08-10,Q,qualified,76700
R0008596,1988-09-13,Q,qualified,95000
R0008596,1994-05-10,Q,qualified,149900
R0008596,1996-11-26,Q,qualified,169000
R0008598,2000-11-28,Q,qualified,510000
R0008598,2002-08-30,Q,qualified,577000
R0008606,2003-12-19,U,unqualified,730000
R0008606,2015-09-21,Q,qualified,1425000
R0008606,2017-05-05,Q,qualified,1350000
R0008611,1973-07-02,U,unqualified,37500
R0008618,1988-08-02,Q,qualified,154500
R0008625,1972-11-06,Q,qualified,18600
R0008625,2006-01-31,U,unqualified,325000
R0008625,2008-05-05,Q,qualified,744500
R0008625,2015-05-21,Q,qualified,842000
R0008630,1983-06-13,U,unqualified,111000
R0008630,2001-05-16,Q,qualified,750000
R0008633,1988-07-27,U,unqualified,113000
R0008633,1997-11-18,U,unqualified,240000
R0008633,2008-09-23,U,unqualified,1025000
R0008633,2013-04-04,Q,qualified,2050000
R0008647,1988-04-04,Q,qualified,135400
R0008647,2015-11-16,U,unqualified,750000
R0008648,1986-04-04,Q,qualified,108000
R0008648,1986-06-03,Q,qualified,103000
R0008648,1991-01-11,Q,qualified,128000
R0008648,2018-08-10,Q,qualified,799000
R0008651,1977-03-08,U,unqualified,50000
R0008651,1980-02-29,Q,qualified,146000
R0008656,1994-06-01,U,unqualified,145000
R0008656,1995-10-11,U,unqualified,8000
R0008656,1998-03-02,U,unqualified,187000
R0008656,2006-02-10,U,unqualified,442500
R0008656,2012-05-25,U,unqualified,584000
R0008661,1975-08-12,U,unqualified,47000
R0008661,1999-08-03,U,unqualified,825000
R0008664,1978-06-06,Q,qualified,79900
R0008664,1996-05-02,U,unqualified,108000
R0008671,2005-08-31,Q,qualified,560000
R0008672,1986-06-13,Q,qualified,220000
R0008672,1988-09-19,Q,qualified,278000
R0008672,1989-05-15,Q,qualified,330000
R0008672,2001-05-01,U,unqualified,1175000
R0008673,1984-12-03,Q,qualified,80000
R0008673,1999-07-01,Q,qualified,228200
R0008674,1982-07-12,Q,qualified,127300
R0008674,1986-04-08,Q,qualified,145000
R0008674,2007-05-31,U,unqualified,636000
R0008674,2016-03-21,U,unqualified,1000000
R0008674,2023-02-08,Q,qualified,2925000
R0008676,1999-07-08,U,unqualified,386800
R0008677,1971-10-19,Q,qualified,35000
R0008677,1984-05-02,U,unqualified,117000
R0008677,2010-02-16,Q,qualified,950000
R0008679,1998-05-06,U,unqualified,229900
R0008679,2005-03-29,U,unqualified,880000
R0008679,2017-09-29,Q,qualified,1795000
R0008680,2017-05-30,U,unqualified,1200000
R0008680,2020-12-07,Q,qualified,2400000
R0008685,1985-06-04,Q,qualified,115200
R0008694,1979-10-05,Q,qualified,90000
R0008694,1989-09-19,Q,qualified,126000
R0008694,1993-07-07,Q,qualified,179800
R0008694,1996-01-04,Q,qualified,232300
R0008698,1980-11-06,Q,qualified,96000
R0008698,1983-12-22,Q,qualified,124000
R0008698,1990-10-03,U,unqualified,200000
R0008699,1976-11-01,U,unqualified,37300
R0008700,1999-03-31,U,unqualified,359000
R0008700,2005-07-26,Q,qualified,1000000
R0008702,1974-01-29,Q,qualified,28000
R0008702,2017-10-13,Q,qualified,751000
R0008703,2012-11-28,U,unqualified,170000
R0008703,2012-12-04,U,unqualified,170000
R0008705,2008-01-15,Q,qualified,825000
R0008705,2009-03-16,Q,qualified,950000
R0008705,2024-03-18,Q,qualified,4850000
R0008708,1975-06-11,U,unqualified,62500
R0008708,1984-11-20,U,unqualified,130000
R0008708,1990-10-09,U,unqualified,199000
R0008708,1991-09-17,U,unqualified,225000
R0008708,2012-10-25,U,unqualified,752000
R0008708,2015-01-23,Q,qualified,895000
R0008708,2016-01-20,Q,qualified,910000
R0008708,2021-01-08,Q,qualified,1705900
R0008712,1982-12-14,Q,qualified,109200
R0008712,1982-12-14,Q,qualified,100000
R0008712,1987-07-31,Q,qualified,140000
R0008712,1988-05-31,Q,qualified,184500
R0008712,2010-10-29,Q,qualified,595000
R0008712,2023-12-01,Q,qualified,2225000
R0008712,2023-12-01,U,unqualified,2225000
R0008717,1985-08-26,Q,qualified,210000
R0008717,1991-07-18,U,unqualified,260000
R0008717,2000-05-08,Q,qualified,540000
R0008720,1986-12-05,Q,qualified,150000
R0008720,2003-08-21,U,unqualified,215000
R0008725,1987-04-17,Q,qualified,82000
R0008725,1997-05-30,Q,qualified,180000
R0008725,2002-06-18,Q,qualified,340000
R0008738,2023-06-29,U,unqualified,500000
R0008740,1987-09-22,U,unqualified,160000
R0008740,1989-07-24,Q,qualified,220000
R0008740,2016-08-31,Q,qualified,1070000
R0008744,2002-08-15,Q,qualified,487000
R0008752,1992-05-01,U,unqualified,205000
R0008752,1998-01-16,U,unqualified,620000
R0008752,2006-01-20,U,unqualified,970000
R0008752,2007-03-07,U,unqualified,2200000
R0008752,2021-11-15,Q,qualified,4225000
R0008754,1998-07-10,Q,qualified,542000
R0008754,1999-01-19,Q,qualified,578000
R0008754,1999-08-02,U,unqualified,560000
R0008754,2002-09-04,U,unqualified,760000
R0008754,2014-02-27,Q,qualified,971500
R0008754,2017-05-01,Q,qualified,1378000
R0008756,2008-06-02,U,unqualified,745000
R0008757,1974-12-23,P,pending qualification,27300
R0008757,1993-03-02,U,unqualified,404000
R0008757,2000-05-24,Q,qualified,960000
R0008757,2005-01-26,Q,qualified,1100000
R0008757,2005-02-08,Q,qualified,1100000
R0008757,2009-11-30,Q,qualified,1050000
R0008757,2012-10-26,Q,qualified,985000
R0008757,2020-08-10,Q,qualified,1850000
R0008765,1991-07-22,Q,qualified,225000
R0008765,1994-01-04,Q,qualified,297500
R0008765,2000-06-22,Q,qualified,615000
R0008765,2001-08-23,Q,qualified,728000
R0008765,2005-01-18,U,unqualified,850000
R0008765,2008-06-05,U,unqualified,810000
R0008766,1985-09-24,U,unqualified,106500
R0008766,1990-06-11,U,unqualified,134800
R0008766,1999-09-29,Q,qualified,327500
R0008775,1992-02-21,U,unqualified,75000
R0008775,1992-04-29,Q,qualified,147500
R0008776,1985-05-03,Q,qualified,134900
R0008776,1989-05-23,Q,qualified,155000
R0008776,1990-06-06,U,unqualified,78900
R0008782,1976-10-05,Q,qualified,72500
R0008782,1977-12-08,Q,qualified,91000
R0008782,1981-06-09,Q,qualified,135000
R0008782,1995-12-21,Q,qualified,300000
R0008782,2003-04-28,Q,qualified,547000
R0008782,2018-05-31,U,unqualified,1190000
R0008783,1998-04-30,Q,qualified,420000
R0008783,2007-08-31,Q,qualified,1250000
R0008783,2019-08-21,U,unqualified,2100000
R0008784,1986-08-12,Q,qualified,112000
R0008784,1991-04-08,Q,qualified,128700
R0008784,1993-08-11,U,unqualified,95200
R0008784,2004-11-29,Q,qualified,421000
R0008785,2004-11-02,Q,qualified,444500
R0008788,1990-08-01,U,unqualified,125000
R0008791,2000-06-13,Q,qualified,370000
R0008793,2000-08-09,U,unqualified,795000
R0008793,2013-09-19,Q,qualified,1156800
R0008793,2017-06-07,U,unqualified,1539200
R0008793,2021-12-06,Q,qualified,2600000
R0008793,2023-11-06,Q,qualified,2300000
R0008794,1976-10-08,U,unqualified,57500
R0008794,1997-07-01,Q,qualified,406500
R0008794,1998-11-24,Q,qualified,455000
R0008794,2011-06-07,Q,qualified,711000
R0008794,2016-06-01,U,unqualified,1205000
R0008794,2020-07-17,U,unqualified,1520000
R0008795,1997-09-03,U,unqualified,295000
R0008795,2015-07-17,Q,qualified,1059000
R0008795,2020-02-14,Q,qualified,1200000
R0008799,1991-12-11,Q,qualified,215000
R0008799,1995-06-13,Q,qualified,369900
R0008799,1997-01-17,Q,qualified,376000
R0008799,2009-01-07,Q,qualified,1200000
R0008799,2009-12-30,Q,qualified,1175000
R0008800,1986-08-06,U,unqualified,144000
R0008800,1991-12-02,Q,qualified,255000
R0008800,2008-07-01,U,unqualified,845000
R0008802,1975-12-18,Q,qualified,78000
R0008802,2006-01-03,U,unqualified,1167500
R0008803,1977-02-22,Q,qualified,68500
R0008803,1999-10-01,Q,qualified,390000
R0008803,2004-04-22,U,unqualified,435000
R0008804,2017-08-17,U,unqualified,780000
R0008805,1998-06-17,U,unqualified,162500
R0008805,1998-06-17,U,unqualified,162500
R0008806,2021-06-08,Q,qualified,1950000
R0008807,1976-09-02,U,unqualified,79500
R0008807,1979-06-11,Q,qualified,260000
R0008811,1986-06-16,U,unqualified,105000
R0008811,1996-01-11,Q,qualified,360000
R0008812,1989-03-10,U,unqualified,182500
R0008812,1989-11-29,Q,qualified,110000
R0008812,1994-02-25,Q,qualified,165000
R0008812,2013-05-06,Q,qualified,450000
R0008813,1975-09-10,U,unqualified,42500
R0008813,1978-11-16,Q,qualified,84000
R0008813,1983-12-08,Q,qualified,142800
R0008813,1992-10-01,U,unqualified,8000
R0008813,2016-11-30,U,unqualified,1200000
R0008819,1982-09-27,U,unqualified,165000
R0008821,1986-06-27,U,unqualified,87000
R0008821,2018-09-28,U,unqualified,625000
R0008821,2021-10-15,Q,qualified,925000
R0008824,1980-12-16,U,unqualified,236500
R0008824,1997-04-21,U,unqualified,800000
R0008824,2011-09-01,U,unqualified,2050000
R0008824,2015-11-13,Q,qualified,5050000
R0008832,2003-07-22,Q,qualified,499800
R0008833,1990-08-20,U,unqualified,51300
R0008834,1989-09-18,Q,qualified,95000
R0008834,1992-01-06,Q,qualified,129500
R0008835,1990-08-20,U,unqualified,51300
R0008835,1992-10-07,Q,qualified,219000
R0008835,1993-09-14,Q,qualified,278800
R0008836,1980-06-27,U,unqualified,125000
R0008836,1984-04-20,U,unqualified,155000
R0008836,2005-02-11,U,unqualified,1140000
R0008836,2018-07-13,Q,qualified,2360000
R0008839,2002-06-28,Q,qualified,650000
R0008839,2012-09-28,U,unqualified,815000
R0008841,1993-01-05,Q,qualified,298000
R0008841,1994-11-01,Q,qualified,362000
R0008841,1995-05-12,Q,qualified,365000
R0008841,2003-08-29,Q,qualified,675000
R0008851,2012-03-28,U,unqualified,677500
R0008855,1990-05-24,U,unqualified,140000
R0008855,1994-10-12,U,unqualified,300000
R0008855,1997-07-01,U,unqualified,372000
R0008855,1998-12-03,U,unqualified,405000
R0008855,2004-06-08,Q,qualified,605000
R0008855,2011-10-13,Q,qualified,730000
R0008863,1979-08-07,Q,qualified,64000
R0008863,1991-12-12,U,unqualified,115000
R0008863,1992-08-04,U,unqualified,110000
R0008863,2007-02-16,Q,qualified,619550
R0008863,2020-04-10,Q,qualified,965000
R0008872,1988-07-18,U,unqualified,70000
R0008885,1972-11-06,U,unqualified,31000
R0008885,1982-11-09,U,unqualified,36000
R0008885,1987-06-01,U,unqualified,152500
R0008885,2007-10-31,U,unqualified,540000
R0008885,2015-07-27,U,unqualified,935000
R0008891,1975-06-11,U,unqualified,53300
R0008891,1977-12-28,U,unqualified,88000
R0008891,1981-07-08,U,unqualified,135000
R0008891,2013-03-14,U,unqualified,733800
R0008893,1987-09-24,U,unqualified,72000
R0008893,1991-07-31,Q,qualified,160000
R0008894,1977-04-14,U,unqualified,16000
R0008894,1991-02-01,Q,qualified,165000
